FID,id,tunnus,kadunnimi,puistonnimi,paatyyppi,suomenknimi,suku,laji,kokoluokka,istutusvuosi,datanomistaja,paivitetty_tietopalveluun,geom
Puurekisteri_piste.16062,16062,P-33020-281,,TOKOINRANTA,Puisto,OMENAPUU,Malus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939787027219076 60.18032836104333)
Puurekisteri_piste.16063,16063,P-33020-282,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939783680128595 60.180428707350934)
Puurekisteri_piste.16064,16064,P-33020-283,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93974585189175 60.18042446480328)
Puurekisteri_piste.16065,16065,P-33020-284,,TOKOINRANTA,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.939700349335627 60.18047922706824)
Puurekisteri_piste.16772,16772,P-54037-829,,HERTTONIEMENKARTANO,Puisto,KUJASALAVA,Salix,x rubens,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.045926677047593 60.1878512392295)
Puurekisteri_piste.16773,16773,P-54037-830,,HERTTONIEMENKARTANO,Puisto,KUJASALAVA,Salix,x rubens,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.0457876344388 60.1877062171793)
Puurekisteri_piste.16774,16774,K-9416,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95260475205595 60.216279999924396)
Puurekisteri_piste.16775,16775,K-9430,POHJOLANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95277324378331 60.21647382498471)
Puurekisteri_piste.16776,16776,P-34020-131,,ALPPIPUISTO,Puisto,TUOMI,Prunus,padus,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.935670131245857 60.1896172856468)
Puurekisteri_piste.16777,16777,P-34020-181,,ALPPIPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.935398811524003 60.19008493141867)
Puurekisteri_piste.22833,22833,K-44244,LINNOITTAJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07534633157198 60.24711021577537)
Puurekisteri_piste.22834,22834,K-44245,LINNOITTAJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07538526497216 60.247172548383574)
Puurekisteri_piste.22835,22835,K-44246,LINNOITTAJANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.075415506369527 60.2472295059569)
Puurekisteri_piste.28970,28970,K-41921,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.025729750311303 60.19039660392653)
Puurekisteri_piste.29987,29987,K-47942,AAMURUSKONTIE,,Katu,MONGOLIANVAAHTERA,Acer,tataricum,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02691410643947 60.284311598068015)
Puurekisteri_piste.29988,29988,K-47943,AAMURUSKONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02685105064873 60.284320982654734)
Puurekisteri_piste.29990,29990,K-47945,AAMURUSKONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02674516430029 60.28433354273253)
Puurekisteri_piste.29991,29991,K-47946,AAMURUSKONTIE,,Katu,MONGOLIANVAAHTERA,Acer,tataricum,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02668100612055 60.28433745326485)
Puurekisteri_piste.29992,29992,K-47947,AAMURUSKONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026627351324368 60.28434727901183)
Puurekisteri_piste.29993,29993,K-47948,AAMURUSKONTIE,,Katu,MONGOLIANVAAHTERA,Acer,tataricum,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026586334190682 60.284352248061836)
Puurekisteri_piste.29994,29994,K-47949,AAMURUSKONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026514407807685 60.28435760073536)
Puurekisteri_piste.29995,29995,K-47789,LÄNSISATAMANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.907537100928053 60.16381539695089)
Puurekisteri_piste.29997,29997,K-47791,LÄNSISATAMANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.907723295510902 60.16389017970092)
Puurekisteri_piste.29999,29999,K-47793,LÄNSISATAMANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.907568694982587 60.16362198156524)
Puurekisteri_piste.30000,30000,K-47794,LÄNSISATAMANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.907579198316473 60.16347631288099)
Puurekisteri_piste.16116,16116,P-43001-4,,LAIVASTOPUISTO,Puisto,TERVALEPPÄ,Alnus,glutinosa,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.967649966298353 60.16901574197134)
Puurekisteri_piste.16117,16117,P-42001-177,,TÄHTITORNIN VUORI,Puisto,SIPERIANSEMBRA,Pinus,cembra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.950472764975164 60.16268793933119)
Puurekisteri_piste.16119,16119,P-42001-252,,TÄHTITORNIN VUORI,Puisto,OMENAPUU,Malus,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.95285558491735 60.16407295043619)
Puurekisteri_piste.16120,16120,P-42001-253,,TÄHTITORNIN VUORI,Puisto,OMENAPUU,Malus,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.952866708852962 60.16404992778215)
Puurekisteri_piste.16121,16121,P-42001-254,,TÄHTITORNIN VUORI,Puisto,OMENAPUU,Malus,sp.,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.952868265923467 60.16401420555035)
Puurekisteri_piste.16122,16122,P-42001-255,,TÄHTITORNIN VUORI,Puisto,OMENAPUU,Malus,sp.,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.952914431707867 60.16399990556316)
Puurekisteri_piste.16124,16124,P-54037-296,,HERTTONIEMENKARTANO,Puisto,KUUSI,Picea,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.042868953010064 60.188609638930515)
Puurekisteri_piste.32456,32456,K-45689,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.995894535038925 60.250554600444076)
Puurekisteri_piste.32457,32457,K-45690,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.995824257520592 60.25061890286363)
Puurekisteri_piste.32458,32458,K-45691,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.99576370150285 60.250670365181975)
Puurekisteri_piste.32459,32459,K-45692,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.995705167794924 60.25073762272423)
Puurekisteri_piste.32460,32460,K-45693,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.995637747989537 60.250788460599715)
Puurekisteri_piste.32461,32461,K-45694,PUKINMÄENKAARI,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.995567454906233 60.25084639047842)
Puurekisteri_piste.31052,31052,K-46988,MALMINKAARI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.007499635772106 60.248843031188365)
Puurekisteri_piste.31053,31053,K-46989,MALMINKAARI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.007557491599645 60.2488710857971)
Puurekisteri_piste.22854,22854,K-40271,HUMIKKALANTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08446818445545 60.22712796000096)
Puurekisteri_piste.22855,22855,P-33046-271,,SIBELIUKSEN PUISTO (B),Puisto,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.917565724887943 60.18192643376993)
Puurekisteri_piste.22856,22856,P-33046-272,,SIBELIUKSEN PUISTO (B),Puisto,HIESKOIVU,Betula,pubescens,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.918098792547045 60.18189680687937)
Puurekisteri_piste.22857,22857,P-33046-273,,SIBELIUKSEN PUISTO (B),Puisto,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.918153342107892 60.18185111596189)
Puurekisteri_piste.22858,22858,P-99101-317,,SUOMENLINNA,Puisto,LEHTOSAARNI,Fraxinus,excelsior,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.985709086497597 60.14151259627759)
Puurekisteri_piste.22859,22859,P-99101-318,,SUOMENLINNA,Puisto,LEHTOSAARNI,Fraxinus,excelsior,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.98554220522554 60.14144338310086)
Puurekisteri_piste.22860,22860,P-99101-319,,SUOMENLINNA,Puisto,LEHTOSAARNI,Fraxinus,excelsior,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.985418533325344 60.14136336932957)
Puurekisteri_piste.22861,22861,P-99101-320,,SUOMENLINNA,Puisto,LEHTOSAARNI,Fraxinus,excelsior,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.985418466644123 60.14132949174126)
Puurekisteri_piste.22862,22862,P-99101-321,,SUOMENLINNA,Puisto,LEHTOSAARNI,Fraxinus,excelsior,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.985430751327897 60.141295608106944)
Puurekisteri_piste.22863,22863,P-99101-322,,SUOMENLINNA,Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.985569388303073 60.14113539141035)
Puurekisteri_piste.22872,22872,K-44382,KIVIKONKAARI,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.074079601102955 60.23967281673999)
Puurekisteri_piste.22873,22873,K-44383,KIVIKONKAARI,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.07397545338761 60.23967509113795)
Puurekisteri_piste.22879,22879,K-44389,KIVIKONKAARI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.072731322357594 60.239907186468)
Puurekisteri_piste.16960,16960,P-42001-406,,TÄHTITORNIN VUORI,Puisto,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.953788045986368 60.16249091519484)
Puurekisteri_piste.16962,16962,P-34065-285,,VALPURINPUISTO,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90193871734033 60.19297911345593)
Puurekisteri_piste.16963,16963,P-34020-102,,ALPPIPUISTO,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93575332823467 60.18881821815994)
Puurekisteri_piste.16964,16964,P-34020-69,,ALPPIPUISTO,Puisto,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.936238507514922 60.188865964650454)
Puurekisteri_piste.16965,16965,P-34020-103,,ALPPIPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.935743307185206 60.188876594378755)
Puurekisteri_piste.16966,16966,P-34020-104,,ALPPIPUISTO,Puisto,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93573443758748 60.189011136034566)
Puurekisteri_piste.16967,16967,P-33078-26,,SAMMONPUISTIKKO,Puisto,ISOLEHTILEHMUS,Tilia,platyphyllos,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92130959817582 60.17283079652865)
Puurekisteri_piste.16969,16969,P-33030-115,,HESPERIANPUISTO,Puisto,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.92997232445286 60.17883884711337)
Puurekisteri_piste.16971,16971,P-33044-37,,TOPELIUKSEN PUISTO/POHJ.,Puisto,METSÄMÄNTY,Pinus,sylvestris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91734782421537 60.182920945998035)
Puurekisteri_piste.16973,16973,P-43038-29,,ALLI TRYGGIN PUISTO (ETELÄ),Puisto,VUORIJALAVA,Ulmus,glabra,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.956268144063078 60.18273278355598)
Puurekisteri_piste.16974,16974,P-43038-30,,ALLI TRYGGIN PUISTO (ETELÄ),Puisto,VUORIJALAVA,Ulmus,glabra,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.956191442908437 60.182748604307626)
Puurekisteri_piste.16976,16976,P-33030-219,,HESPERIANPUISTO,Puisto,DOUGLASKUUSI,Pseudotsuga,menziesii,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.930361103912908 60.17970934009514)
Puurekisteri_piste.35120,35120,K-49926,HUOPALAHDENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.87920967249587 60.20875925443615)
Puurekisteri_piste.35527,35527,K-49080,NÄYTTELIJÄNTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.89093480003109 60.23162749654142)
Puurekisteri_piste.35529,35529,K-49082,TRUMPETTITIE,,Katu,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872448190993293 60.23956892662431)
Puurekisteri_piste.35530,35530,K-49083,TRUMPETTITIE,,Katu,MUSTAMARJAORAPIHLAJA,Crataegus,douglasii,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872366267165283 60.239548253812)
Puurekisteri_piste.37089,37089,K-49046,SOITTAJANTIE,,Katu,METSÄTAMMI,Quercus,robur,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872822229069588 60.23981049565004)
Puurekisteri_piste.37090,37090,K-49047,SOITTAJANTIE,,Katu,METSÄTAMMI,Quercus,robur,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872761287856978 60.23976003287253)
Puurekisteri_piste.37091,37091,K-49048,SOITTAJANTIE,,Katu,METSÄTAMMI,Quercus,robur,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.872685000963667 60.23971091081653)
Puurekisteri_piste.35895,35895,K-50237,MUSTIKKAMAANTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.990272040928026 60.18152848733086)
Puurekisteri_piste.27077,27077,K-41624,MERIPELLONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.095131592745112 60.208588379684514)
Puurekisteri_piste.27078,27078,K-41625,MERIPELLONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.09496984145346 60.20862601939462)
Puurekisteri_piste.27079,27079,K-41626,MERIPELLONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.094817607158582 60.20865592764075)
Puurekisteri_piste.27080,27080,K-41627,MERIPELLONTIE,,Katu,VUORIJALAVA,Ulmus,glabra,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.09463729428912 60.208696373657105)
Puurekisteri_piste.27081,27081,K-42415,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.104340864708597 60.21276041268451)
Puurekisteri_piste.27082,27082,K-42416,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.104211948991654 60.2128013390075)
Puurekisteri_piste.27083,27083,K-42417,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (25.104087941990038 60.212849259158084)
Puurekisteri_piste.27084,27084,K-42418,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.103973416528863 60.212883254373914)
Puurekisteri_piste.27085,27085,K-42419,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.103848414410205 60.21291457136712)
Puurekisteri_piste.27086,27086,K-42420,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.103715593371568 60.212966990984434)
Puurekisteri_piste.27087,27087,K-42421,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10358429876962 60.21300208604339)
Puurekisteri_piste.27088,27088,K-42422,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10346995562073 60.21303661907852)
Puurekisteri_piste.27089,27089,K-42423,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.103357628746902 60.21307698319794)
Puurekisteri_piste.27090,27090,K-42424,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.103225634781804 60.213116207491716)
Puurekisteri_piste.27091,27091,K-42425,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10310972436912 60.21316097422834)
Puurekisteri_piste.27092,27092,K-42426,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.102987040286536 60.2131877995575)
Puurekisteri_piste.27093,27093,K-42427,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.102863737066862 60.21323311475598)
Puurekisteri_piste.27094,27094,K-42428,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10274110824897 60.21326999213062)
Puurekisteri_piste.27095,27095,K-42429,RANTAKARTANONTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.102508130889618 60.213346601788125)
Puurekisteri_piste.27097,27097,K-42122,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.909278654397628 60.192667609306945)
Puurekisteri_piste.27098,27098,K-42123,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90938339696044 60.192631178514986)
Puurekisteri_piste.27099,27099,K-43416,KALLVIKINTIE,,Katu,KOTIPIHLAJA,Sorbus,aucuparia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.133460697527312 60.2154193594843)
Puurekisteri_piste.27101,27101,K-43418,KALLVIKINTIE,,Katu,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13311675195439 60.216095841257236)
Puurekisteri_piste.27102,27102,K-43419,KALLVIKINTIE,,Katu,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.133101045198202 60.21612171529503)
Puurekisteri_piste.27103,27103,K-43420,KALLVIKINTIE,,Katu,ORAPIHLAJA,Crataegus,sp.,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.133077424053273 60.216151102382355)
Puurekisteri_piste.33522,33522,K-46873,JOUTSENTIE,,Katu,ISO-ORAPIHLAJA,Crataegus,submollis,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.037082572726536 60.26488415383495)
Puurekisteri_piste.33524,33524,K-45299,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020349490005696 60.24033606859658)
Puurekisteri_piste.33525,33525,K-45300,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02041986268001 60.240266726830825)
Puurekisteri_piste.33526,33526,K-45301,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02047365511373 60.24020655224497)
Puurekisteri_piste.33527,33527,K-45302,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020511368062056 60.24014208162409)
Puurekisteri_piste.33529,33529,K-45304,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02058176031618 60.24002014482242)
Puurekisteri_piste.33531,33531,K-45306,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020651934039122 60.239885912064025)
Puurekisteri_piste.33532,33532,K-45307,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020671401176095 60.23981723677034)
Puurekisteri_piste.33533,33533,K-45308,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020689597767475 60.239746318616106)
Puurekisteri_piste.33534,33534,K-45309,PIHLAJAMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.020705283740938 60.23968087725484)
Puurekisteri_piste.33535,33535,K-45310,PIHLAJAMÄENTIE,,Katu,KARTIOHAAPA,Populus,tremula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02006724331731 60.235002469805615)
Puurekisteri_piste.33537,33537,K-45312,PIHLAJAMÄENTIE,,Katu,KARTIOHAAPA,Populus,tremula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.01984260383587 60.234966557373)
Puurekisteri_piste.33538,33538,K-46175,KIRKONKYLÄNTIE,,Katu,POPPELI/HAAPA,Populus,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.996288643679023 60.25787690069797)
Puurekisteri_piste.28482,28482,K-42879,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.086316509995143 60.236243469705066)
Puurekisteri_piste.28483,28483,K-42880,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.0858857558722 60.23611898119218)
Puurekisteri_piste.28485,28485,K-42882,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.085747221738654 60.2361364758433)
Puurekisteri_piste.28486,28486,K-42883,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.085788908162197 60.23609890737425)
Puurekisteri_piste.28487,28487,K-40932,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06102247743779 60.22600779794029)
Puurekisteri_piste.28488,28488,K-40933,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06110529606053 60.226048996561)
Puurekisteri_piste.16780,16780,P-34020-211,,ALPPIPUISTO,Puisto,METSÄTAMMI,Quercus,robur,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (24.935232895980626 60.1906890632002)
Puurekisteri_piste.16781,16781,P-34020-212,,ALPPIPUISTO,Puisto,METSÄTAMMI,Quercus,robur,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.93503154909163 60.19081039867177)
Puurekisteri_piste.16782,16782,P-34020-213,,ALPPIPUISTO,Puisto,METSÄTAMMI,Quercus,robur,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934990427438898 60.19086701606655)
Puurekisteri_piste.16783,16783,P-34020-214,,ALPPIPUISTO,Puisto,METSÄTAMMI,Quercus,robur,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.934946064999114 60.19094142643075)
Puurekisteri_piste.16784,16784,P-54037-314,,HERTTONIEMENKARTANO,Puisto,KUUSI,Picea,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.042468912160615 60.18890909443171)
Puurekisteri_piste.16786,16786,P-54037-316,,HERTTONIEMENKARTANO,Puisto,LEPPÄ,Alnus,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.042347548373364 60.18888999244759)
Puurekisteri_piste.16787,16787,P-54037-317,,HERTTONIEMENKARTANO,Puisto,KOIVU,Betula,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.042319043374864 60.18886701217403)
