FID,id,tunnus,kadunnimi,puistonnimi,paatyyppi,suomenknimi,suku,laji,kokoluokka,istutusvuosi,datanomistaja,paivitetty_tietopalveluun,geom
Puurekisteri_piste.25861,25861,K-47847,MIKONKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.945328036217422 60.169469985769474)
Puurekisteri_piste.25862,25862,K-47848,MIKONKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.945338606999634 60.169394232002695)
Puurekisteri_piste.25863,25863,K-47849,POHJOISRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.959719380039363 60.17031738022119)
Puurekisteri_piste.25864,25864,K-47850,POHJOISRANTA,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.960020165177426 60.170282287300324)
Puurekisteri_piste.25870,25870,K-47856,PORKKALANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.92050432748134 60.16434710994273)
Puurekisteri_piste.25871,25871,K-47857,PORKKALANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.920365287742552 60.164347109776614)
Puurekisteri_piste.25872,25872,K-47858,PORKKALANKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.920214721494172 60.164337146822305)
Puurekisteri_piste.25873,25873,K-45364,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.99946566919186 60.23080996171191)
Puurekisteri_piste.25874,25874,K-45365,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999327143077632 60.23076525739469)
Puurekisteri_piste.25876,25876,K-45367,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9990906799061 60.230668644145716)
Puurekisteri_piste.25877,25877,K-45368,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999001629774746 60.23063521904821)
Puurekisteri_piste.25878,25878,K-45369,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.99930521449415 60.2305762515428)
Puurekisteri_piste.25879,25879,K-45370,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999423172372452 60.23062339141175)
Puurekisteri_piste.25880,25880,K-45371,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999706392135863 60.23072616915485)
Puurekisteri_piste.15789,15789,P-53004-221,,STANSVIKINKARTANO,Puisto,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02868506084386 60.16273198041842)
Puurekisteri_piste.15790,15790,P-53004-222,,STANSVIKINKARTANO,Puisto,METSÄMÄNTY,Pinus,sylvestris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028633839153336 60.16274705770084)
Puurekisteri_piste.15791,15791,P-32008-78,,URSININKALLIO,Puisto,METSÄMÄNTY,Pinus,sylvestris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94010867906825 60.1539169575098)
Puurekisteri_piste.15792,15792,P-32008-79,,URSININKALLIO,Puisto,METSÄMÄNTY,Pinus,sylvestris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (24.940183028191782 60.153924361966986)
Puurekisteri_piste.15793,15793,P-32006-53,,MERIPUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.948463883065465 60.155695841996256)
Puurekisteri_piste.25578,25578,K-41927,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.025898285070326 60.18955368820599)
Puurekisteri_piste.25579,25579,K-41928,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026075886637884 60.18929254490868)
Puurekisteri_piste.25580,25580,K-41929,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026436351328343 60.18911966240659)
Puurekisteri_piste.25581,25581,K-41930,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026576527924774 60.18910429242698)
Puurekisteri_piste.25582,25582,K-41931,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.026711664657668 60.1890910804023)
Puurekisteri_piste.25583,25583,K-41932,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02713509368449 60.18905008274236)
Puurekisteri_piste.25584,25584,K-41933,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.027555279111827 60.189009624858535)
Puurekisteri_piste.25586,25586,K-41935,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.02787203416632 60.18897759639741)
Puurekisteri_piste.25587,25587,K-41936,SUOLAKIVENKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.028029871619918 60.188961851578206)
Puurekisteri_piste.26137,26137,K-42525,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.094232479666598 60.21792378102314)
Puurekisteri_piste.26139,26139,K-42527,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (25.09399329296416 60.21806437758839)
Puurekisteri_piste.26140,26140,K-42528,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.093872997839565 60.218138580871035)
Puurekisteri_piste.26142,26142,K-42530,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.09367134506956 60.21828182042033)
Puurekisteri_piste.26143,26143,K-42531,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,70 cm -,,Helsinki/MAKA,2026-02-27,POINT (25.0935524731805 60.218352521190134)
Puurekisteri_piste.26144,26144,K-42532,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.093437427898817 60.218430576607496)
Puurekisteri_piste.26146,26146,K-42534,KUKKANIITYNTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.093099964426887 60.21864920502426)
Puurekisteri_piste.26147,26147,K-42836,KONTULANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08489216296858 60.23569541506615)
Puurekisteri_piste.26148,26148,K-42837,KONTULANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08529929035179 60.235789420204945)
Puurekisteri_piste.26149,26149,K-42838,KONTULANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.085634181377017 60.23591133722477)
Puurekisteri_piste.26150,26150,K-42839,KONTULANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.085814026240673 60.235961195538785)
Puurekisteri_piste.26152,26152,K-42841,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.088052127189023 60.23690519247546)
Puurekisteri_piste.26153,26153,K-42842,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.087934643866276 60.23687437592791)
Puurekisteri_piste.26154,26154,K-42843,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08781931397099 60.236841043487416)
Puurekisteri_piste.26155,26155,K-42844,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.087715549564606 60.23681029921873)
Puurekisteri_piste.26156,26156,K-42845,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08759340403208 60.236785411910994)
Puurekisteri_piste.26157,26157,K-42846,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.087459678845747 60.23675506413886)
Puurekisteri_piste.26158,26158,K-42847,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.08736256984693 60.23671964408525)
Puurekisteri_piste.26159,26159,K-42848,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.087252163771296 60.23669599825811)
Puurekisteri_piste.26161,26161,K-42850,KONTULANTIE,,Katu,KOIVU,Betula,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.087025955758232 60.23665239294686)
Puurekisteri_piste.26162,26162,K-42851,KONTULANTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.086862937130373 60.23661149047821)
Puurekisteri_piste.26163,26163,K-40899,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058559224545263 60.22406499028435)
Puurekisteri_piste.25881,25881,K-45372,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999811886539934 60.230768200199904)
Puurekisteri_piste.25882,25882,K-45373,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.999935262930823 60.23081659292057)
Puurekisteri_piste.25884,25884,K-45375,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.000162304420904 60.23089633684057)
Puurekisteri_piste.25885,25885,K-45376,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.00029596415229 60.23094292800185)
Puurekisteri_piste.25886,25886,K-45377,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.0003875645744 60.23098523619004)
Puurekisteri_piste.25887,25887,K-45378,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.000507514365605 60.23103389969417)
Puurekisteri_piste.25888,25888,K-45379,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.00062347012899 60.231072692713)
Puurekisteri_piste.25889,25889,K-45380,SALPAUSSELÄNTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.00073476329979 60.231123515279556)
Puurekisteri_piste.25890,25890,K-39200,HIEKKALAITURINTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.143875189883907 60.20172564872636)
Puurekisteri_piste.25893,25893,K-39203,HIEKKALAITURINTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.14456870377676 60.20117662533606)
Puurekisteri_piste.25894,25894,K-39204,HIEKKALAITURINTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.144889580856372 60.20092890250765)
Puurekisteri_piste.25895,25895,K-39205,HIEKKALAITURINTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.1449839561911 60.200860799633595)
Puurekisteri_piste.25896,25896,K-39206,HIEKKALAITURINTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.14510477919099 60.20075800713836)
Puurekisteri_piste.25291,25291,K-40883,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.05822713666473 60.22348266015234)
Puurekisteri_piste.25292,25292,K-40884,MYLLYPURONTIE,,Katu,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058109181579745 60.22353645455421)
Puurekisteri_piste.25293,25293,K-40885,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058250652517277 60.223540077528114)
Puurekisteri_piste.25295,25295,K-40887,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058121052859242 60.22361380913438)
Puurekisteri_piste.25296,25296,K-40888,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058243525036044 60.22360452740392)
Puurekisteri_piste.25298,25298,K-40890,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058254084526872 60.22371320703722)
Puurekisteri_piste.25300,25300,K-40892,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058381242454605 60.22374556560536)
Puurekisteri_piste.25302,25302,K-40894,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058336835506196 60.223869560248986)
Puurekisteri_piste.25303,25303,K-40895,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058410754999294 60.22389901217301)
Puurekisteri_piste.25639,25639,P-33046-138,,SIBELIUKSEN PUISTO (B),Puisto,HIESKOIVU,Betula,pubescens,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91607427968152 60.18185482171794)
Puurekisteri_piste.25640,25640,P-33046-139,,SIBELIUKSEN PUISTO (B),Puisto,METSÄVAAHTERA,Acer,platanoides,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.915719107343893 60.182046670029465)
Puurekisteri_piste.25642,25642,P-33046-141,,SIBELIUKSEN PUISTO (B),Puisto,HIESKOIVU,Betula,pubescens,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.916524055612648 60.18184448543747)
Puurekisteri_piste.25382,25382,K-39437,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.135584335572833 60.207945512056824)
Puurekisteri_piste.25383,25383,K-39438,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.135536990716954 60.20787585053074)
Puurekisteri_piste.25384,25384,K-39439,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.13547860774747 60.2078004626645)
Puurekisteri_piste.25385,25385,K-39440,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.135439114190888 60.20774550791019)
Puurekisteri_piste.25386,25386,K-39441,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.135380033190014 60.20767362149489)
Puurekisteri_piste.25387,25387,K-39442,KALLVIKINTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.135326001940673 60.20760172689468)
Puurekisteri_piste.25395,25395,K-42161,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.91028109081004 60.192031970859595)
Puurekisteri_piste.25396,25396,K-42162,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.909791101250185 60.192204257510895)
Puurekisteri_piste.25397,25397,K-42163,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90938277387324 60.19234432796448)
Puurekisteri_piste.25402,25402,K-42168,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908817239207007 60.19253841456612)
Puurekisteri_piste.25403,25403,K-42169,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.90868383113711 60.192586330713766)
Puurekisteri_piste.25404,25404,K-42170,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908560336629478 60.192634875909)
Puurekisteri_piste.25405,25405,K-42171,MANNERHEIMINTIE,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.908331921414966 60.19270997819848)
Puurekisteri_piste.25407,25407,K-41113,KAUPPAKARTANONKATU,,Katu,RUOTSINPIHLAJA,Sorbus,intermedia,0 - 10 cm,,Helsinki/MAKA,2026-02-27,POINT (25.081355565852277 60.207500388022154)
Puurekisteri_piste.25410,25410,K-41116,KAUPPAKARTANONKATU,,Katu,PILVIKIRSIKKA,Prunus,pensylvanica,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.0816775220729 60.20758391662215)
Puurekisteri_piste.25415,25415,K-34431,KOSKELANTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,50 - 70 cm,,Helsinki/MAKA,2026-02-27,POINT (24.96486061573485 60.215163097944945)
Puurekisteri_piste.11659,11659,P-44017-209,,KATRI VALAN PUISTO,Puisto,RUOTSINPIHLAJA,Sorbus,intermedia,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963536943959745 60.18588301355657)
Puurekisteri_piste.11660,11660,P-44017-210,,KATRI VALAN PUISTO,Puisto,METSÄTAMMI,Quercus,robur,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.963216015985438 60.1858031964346)
Puurekisteri_piste.11661,11661,P-44017-211,,KATRI VALAN PUISTO,Puisto,VUORIJALAVA,Ulmus,glabra,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (24.9633153803349 60.185911098850696)
Puurekisteri_piste.11664,11664,K-7911,MELKONKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.88128529606932 60.15447343348018)
Puurekisteri_piste.11665,11665,K-7912,MELKONKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.881159410515913 60.15449942461017)
Puurekisteri_piste.11667,11667,K-9283,MÄKELÄNKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.943473291977966 60.21311343701987)
Puurekisteri_piste.11668,11668,K-9284,MÄKELÄNKATU,,Katu,METSÄVAAHTERA,Acer,platanoides,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (24.94344285814785 60.21318371863744)
Puurekisteri_piste.11671,11671,K-984,RATAMESTARINKATU,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (24.941205480638548 60.19697580267704)
Puurekisteri_piste.25305,25305,K-40897,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.05856498782038 60.223976577836076)
Puurekisteri_piste.25306,25306,K-40898,MYLLYPURONTIE,,Katu,RAUDUSKOIVU,Betula,pendula,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.058522943244423 60.224018536066936)
Puurekisteri_piste.25308,25308,K-44343,KIVIKONKAARI,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.067438990407855 60.23795312768475)
Puurekisteri_piste.26056,26056,K-44193,KONTULANTIE,,Katu,HOPEASALAVA,Salix,alba,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10504286336825 60.23730612962899)
Puurekisteri_piste.26057,26057,K-44194,KONTULANTIE,,Katu,HOPEASALAVA,Salix,alba,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10515372992772 60.23731270701823)
Puurekisteri_piste.26058,26058,K-44195,KONTULANTIE,,Katu,PAJU,Salix,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.10560213741915 60.237318904169484)
Puurekisteri_piste.26059,26059,K-44196,KONTULANTIE,,Katu,PAJU,Salix,sp.,30 - 50 cm,,Helsinki/MAKA,2026-02-27,POINT (25.105778744164873 60.23733194137164)
Puurekisteri_piste.25743,25743,K-42672,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06978570700569 60.228684537620396)
Puurekisteri_piste.25744,25744,K-42673,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.069673024866972 60.22870728189815)
Puurekisteri_piste.25745,25745,K-42674,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.069541886823227 60.22871918670305)
Puurekisteri_piste.25746,25746,K-42675,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06934438357705 60.22874058979097)
Puurekisteri_piste.25747,25747,K-42676,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.069233845301984 60.22875866413971)
Puurekisteri_piste.25748,25748,K-42739,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062207941948493 60.23286184878866)
Puurekisteri_piste.25749,25749,K-42740,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062158734654098 60.232792881481686)
Puurekisteri_piste.25750,25750,K-42741,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06226152169193 60.232814761246374)
Puurekisteri_piste.25751,25751,K-42742,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062294961286472 60.232701098717165)
Puurekisteri_piste.25753,25753,K-42744,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062375300538864 60.232665381147235)
Puurekisteri_piste.25754,25754,K-42745,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06230287399315 60.23265271360053)
Puurekisteri_piste.25755,25755,K-42746,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062292766089545 60.232610630398504)
Puurekisteri_piste.25756,25756,K-42747,KURKIMÄENTIE,,Katu,METSÄVAAHTERA,Acer,platanoides,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.062375251198954 60.23261215788633)
Puurekisteri_piste.25758,25758,K-42749,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.067114928590392 60.22892257457576)
Puurekisteri_piste.25759,25759,K-42750,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06719990741596 60.2289188008938)
Puurekisteri_piste.25760,25760,K-42751,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06785242127599 60.228833441894956)
Puurekisteri_piste.25761,25761,K-42752,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.068156534663625 60.22880276779023)
Puurekisteri_piste.25762,25762,K-42753,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.06823805169349 60.22879172732354)
Puurekisteri_piste.25763,25763,K-42754,KURKIMÄENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,10 - 20 cm,,Helsinki/MAKA,2026-02-27,POINT (25.068349869185703 60.228777062984214)
Puurekisteri_piste.25764,25764,K-43524,LEIKOSAARENTIE,,Katu,PUISTOLEHMUS,Tilia,x vulgaris,20 - 30 cm,,Helsinki/MAKA,2026-02-27,POINT (25.133835725406172 60.20238650578062)
